1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q2,67985,26732,15696,-1120,42895,1313,-96,68741,58147,65778,60303,5928,-453,-7631,21907,-1524,3588,-844,0,-328,-5828,-928,-7088,-76,2264,0,-1213,0,-1213,216,44,5132,12,108,14225,8319,29538,28258,6212,-184,0,6396,12937,8632,2593,1712,4,10216,1556,-2667,24,842,-3533,1280,1320,-40,10594,-1650
1965:Q3,69350,27140,16644,-1520,43837,1301,-64,69248,52422,68920,62965,6771,-816,-16498,20269,-1844,2444,280,0,552,-808,1452,-1964,780,-1076,0,1327,0,1327,144,48,3928,0,8,14073,117,36767,36239,6796,24,0,6772,12788,9608,1060,2120,128,11112,1488,3927,280,1859,1788,528,52,476,16826,973
1965:Q4,73473,28788,17480,-1940,44838,1485,-80,71668,84069,70410,66082,5256,-928,13659,53394,7788,-876,-428,0,1028,1796,1328,2876,-64,-2344,0,-125,8,-133,180,48,3180,12,40,15549,25202,39735,40487,2868,364,0,2504,18234,11428,2958,3848,84,12356,3052,3893,184,1359,2350,-752,-1260,508,-12401,227
1966:Q1,75712,29904,17576,-1196,45899,1527,-80,74542,49367,79597,69650,11275,-1328,-30230,10755,-9624,3572,412,0,-324,3112,3688,1640,-88,-2128,0,3559,20,3539,152,4092,4072,32,100,10649,-9049,40985,41081,11236,-616,0,11852,14195,9548,2339,2308,104,9632,3124,2790,92,1197,1501,-96,-528,432,25175,6582
1966:Q2,76110,29904,16936,-2664,46942,1559,-100,75207,64609,82781,71842,11802,-863,-18172,23221,-2280,-712,132,0,-292,-5144,736,-6512,664,-32,0,-1529,28,-1557,228,3884,5024,32,136,18525,5217,41393,35093,10780,512,0,10268,20393,13752,2117,4524,84,9448,-5380,-232,-12,4017,-4237,6300,6032,268,10598,9133
1966:Q3,75155,29404,16572,-3612,47966,1685,-64,75282,63048,82601,73133,10522,-1054,-19553,22772,-2180,264,60,0,168,-3328,-1788,-2224,-1100,1784,0,-93,32,-125,184,3512,4824,16,268,13209,5868,42325,41429,11360,1628,0,9732,13401,10720,-1175,3856,-24,10408,976,5308,-136,4445,999,896,1068,-172,12234,9004
1966:Q4,73489,28756,15920,-956,48972,1715,-88,78632,66362,87570,73793,14372,-595,-21208,9237,11356,-4684,-188,0,1656,624,3292,1120,-320,-3468,0,-1149,24,-1173,240,3684,5968,24,60,7121,-15475,30445,31481,10780,1776,0,9004,7098,276,3190,3632,268,6984,-2240,8591,240,3565,4786,-1036,-1536,500,12270,10653
1967:Q1,70198,27536,17104,-372,49959,1796,-88,77029,37295,84490,72998,11860,-368,-47195,-14434,-1232,3812,264,0,-1308,-2492,2056,-2436,-936,-1176,0,3887,4,3883,204,-1236,4296,8,0,-343,-20294,32761,31137,15784,3212,0,12572,11204,8080,836,2288,156,-988,1348,3633,416,4045,-828,1624,1008,616,39734,9257
1967:Q2,70065,27196,17896,-1324,50947,1709,-84,76389,62662,77249,73329,3710,210,-14587,2769,1260,-3116,-432,0,396,-10636,32,-10148,-428,-92,0,-1889,-8,-1881,128,-1240,3472,8,172,8005,6641,17356,14804,17140,2664,0,14476,8291,7916,-1101,1476,176,4956,-16128,369,108,5204,-4943,2552,1920,632,13727,2569
1967:Q3,70939,27440,17560,-1728,51933,1472,-84,77700,62357,79996,73729,7548,-1281,-17639,22352,6784,1288,-64,0,-248,-1164,2192,-2484,-8,-864,0,175,-8,183,184,-1324,4984,28,108,9273,2328,39991,36647,17296,-740,0,18036,5084,3524,380,1180,116,7764,-1400,7787,284,4223,3280,3344,2944,400,15343,3768
1967:Q4,75332,29140,16532,-2792,52921,1148,-84,81021,79615,85052,75992,7986,1074,-5437,46568,3316,2332,568,0,260,7488,120,5308,1284,776,0,-1045,4,-1049,196,-1320,4712,24,216,16385,13436,52005,47741,14060,512,0,13548,393,6700,497,-6804,40,11960,-576,21864,76,5477,16311,4264,3716,548,1406,5179
1968:Q1,77502,32860,18648,-4676,53909,2232,-100,77559,44789,85472,78895,4813,1764,-40683,26722,4280,-1228,1208,0,1732,8848,-1172,5344,716,3960,0,4532,356,4176,168,3260,3456,32,504,8596,-8666,67405,64825,10908,500,0,10408,22940,6048,3056,13836,292,12332,21884,-3531,-108,5549,-8972,2580,1460,1120,32770,10145
1968:Q2,79093,33380,18604,-2924,55030,1713,-116,81044,67673,87984,78733,8694,557,-20311,18878,656,-4984,1568,0,-144,-3424,3468,-5292,596,-2196,0,-1424,520,-1944,204,3596,4184,36,-52,21516,-2854,39189,36693,14308,196,0,14112,15997,10164,4669,1164,112,18136,-12164,304,492,7301,-7489,2496,2120,376,13371,8653
1968:Q3,79282,33436,19376,-2952,56284,2201,-144,82147,55192,87546,80526,6452,568,-32354,25037,1856,1640,332,0,-184,-3024,2004,-2992,124,-2160,0,-948,336,-1284,248,3708,5716,32,128,19728,-4195,57391,58943,18412,5208,0,13204,12624,9800,400,2424,92,20284,-4452,11983,220,6851,4912,-1552,-1904,352,26955,7600
1968:Q4,81652,34460,19524,-4052,57672,2558,-88,83934,85112,90123,83827,6845,-549,-5011,57868,4064,2068,-980,0,400,7212,288,4320,280,2324,0,180,668,-488,168,3752,5768,28,132,24260,10816,62879,64583,12804,-1044,0,13848,21309,15440,1713,4156,76,15208,-848,16034,200,6715,9119,-1704,-2312,608,-1178,8747
1969:Q1,80729,34980,19028,-4932,59193,2436,-80,83498,57480,94925,86678,8542,-295,-37445,34622,7388,-5456,1076,0,4324,6116,3740,1760,1344,-728,0,6092,384,5708,244,7948,5620,40,224,16276,-15270,72067,69727,14820,1072,0,13748,18743,12044,2819,3880,252,16196,9220,10496,-16,10223,289,2340,1348,992,26018,13863
1969:Q2,77968,33920,19160,-5220,60619,2628,-76,82991,67088,94951,88477,6881,-407,-27863,35351,8552,-12396,-188,0,-1024,-4968,2708,-5800,-676,-1200,0,-1768,704,-2472,280,7652,5996,52,100,25672,7391,63214,60890,13888,700,0,13188,24589,12900,13393,-1704,180,19660,-6752,9325,28,12518,-3221,2324,1684,640,15903,14588
1969:Q3,74557,32556,18812,-4936,61952,2573,-72,82850,63983,100681,91209,9809,-337,-36698,37682,4620,-4272,-764,0,3688,-8112,1668,-8652,-128,-1000,0,-96,520,-616,256,7292,5544,92,-76,26348,3162,74380,69672,13664,2568,0,11096,20001,5368,15405,-772,196,21524,-3012,17299,-8,11744,5563,4708,3960,748,18867,20404
1969:Q4,72431,31920,19104,-8392,63192,2949,-80,79236,69714,97919,91631,6577,-289,-28205,46254,1804,508,-1780,0,1772,868,2000,-560,428,-1000,0,-684,1012,-1696,108,7208,4248,92,-28,22996,9142,74459,66623,10256,88,0,10168,18562,9360,5502,3700,508,20688,-6264,22873,152,12207,10514,7836,6632,1204,9522,21632
1970:Q1,64983,27492,18272,-8792,64338,2641,-104,77510,49422,92600,92458,269,-127,-43178,25238,348,2784,-4,0,1804,-608,2256,-1564,-800,-500,0,931,44,887,328,3956,7068,-900,-84,9897,-282,68416,61244,16872,3940,0,12932,52882,-992,11394,42480,492,12196,-3576,-17622,40,11172,-28834,7172,5268,1904,28088,17731
1970:Q2,64479,27512,18484,-4580,65462,3501,-128,82994,75509,97240,93052,4108,80,-21731,43396,-2932,3852,192,0,-10012,6400,1620,3240,40,1500,0,-401,728,-1129,396,3208,7724,4,556,9509,24900,65127,59691,22888,-332,0,23220,20256,7516,9308,3432,180,11948,-2600,7019,-640,12043,-4384,5436,4780,656,7485,17747
1970:Q3,64977,28024,18044,-6248,66565,3129,-108,82463,47438,99409,93618,5932,-141,-51971,1113,84,56,-316,0,-4784,-1684,500,3604,-1288,-4500,0,4299,760,3539,244,3716,6144,4,-364,5069,-11355,53084,47496,21904,464,0,21440,6757,12776,-9103,3084,292,5752,-2224,15015,680,8052,6283,5588,4456,1132,35025,20075
1970:Q4,60250,26116,18380,-6588,67646,2869,-160,79841,74808,90772,91136,-608,244,-15964,21957,6248,88,-1372,0,684,1116,2668,-2732,180,1000,0,611,1368,-757,156,4064,6424,8,-196,9297,-5171,37921,28885,26064,3036,0,23028,-603,5160,-9719,3956,208,1592,-2128,3752,512,6705,-3465,9036,8332,704,5033,13800
1971:Q1,70180,29812,18912,-3608,68705,3523,-164,90240,48440,103469,92976,8504,1989,-55029,17917,-6012,8788,1136,0,4336,780,2612,-2192,-640,1000,0,10437,768,9669,-220,240,-6932,4,-268,-1041,6669,72946,64326,24404,2176,0,22228,8032,768,2544,4720,164,14428,2120,15178,584,9782,4812,8620,7960,660,41800,16752
1971:Q2,72416,30560,17584,-4668,70020,2614,-120,92358,72775,100226,94784,6001,-559,-27451,34239,5260,5120,80,0,-5248,5784,-316,5580,-480,1000,0,617,1084,-467,352,236,6876,4,44,12631,2483,61690,47930,16784,-5724,80,22428,15937,6340,4849,4748,128,7344,5016,2721,100,8858,-6237,13760,13284,476,19583,10482
1971:Q3,74659,29544,19008,-5608,71593,3704,-124,95920,79855,102307,95995,6937,-625,-22452,50193,-4468,1764,548,0,4228,496,3280,-3676,-108,1000,0,2849,1240,1609,344,232,8300,0,100,14999,20801,72645,58285,14752,552,132,14068,20079,13660,2667,3752,-268,10372,2788,10562,272,6297,3993,14360,15356,-996,16065,10091
1971:Q4,76877,30064,17076,-4452,73421,2283,-148,101137,101823,100185,99130,1617,-562,1638,58335,-692,976,-20,0,56,14388,1968,11384,36,1000,0,1177,1380,-203,88,244,4596,8,-76,23059,14531,56697,46613,17404,-548,132,17820,4006,-692,-2490,7188,36,22360,2436,371,408,2593,-2630,10084,9184,900,-686,1331
1972:Q1,81789,31936,19900,-5816,75507,4763,-172,104579,55509,106202,103708,3137,-643,-50693,42360,3976,8924,748,0,5952,-2040,4712,-7400,-352,1000,0,-182,1432,-1614,-472,-2192,-13928,0,-40,22202,19412,93053,84757,16736,5048,160,11528,29967,13408,4055,12504,-188,28676,612,8954,604,1565,6785,8296,9036,-740,49070,6386
1972:Q2,82518,32040,19788,-5848,77422,4524,-212,107000,99373,114793,106781,8647,-635,-15420,38324,524,2336,820,0,2184,-444,6644,-8028,-60,1000,0,3198,1588,1610,248,-2192,4980,4,60,9270,17336,53744,39300,19164,2844,668,15652,15682,7940,1242,6500,196,7832,4004,-7578,304,-3748,-4134,14444,13688,756,7627,12317
1972:Q3,86752,33504,19712,-5820,79168,4579,-268,111731,98138,120083,109134,10967,-18,-21945,49715,7624,-5532,776,0,-4032,856,676,-1488,668,1000,0,3890,1748,2142,308,-2260,8688,0,60,18834,20503,71660,60064,9996,-3004,692,12308,27515,16988,2595,7932,312,23716,216,-1691,444,-5356,3221,11596,10416,1180,13593,12931
1972:Q4,96537,37700,19288,-8956,80744,3873,-124,115334,167665,124679,114503,7567,2609,42986,139797,-2696,3796,1408,0,2340,9264,-192,8212,244,1000,0,3102,2504,598,276,-2412,5520,16,-84,55310,63957,96811,84091,9108,-2004,672,10440,36820,17368,7580,11872,204,32356,4908,695,740,1219,-1264,12720,10956,1764,-52331,13218
1973:Q1,108423,40656,19688,-15828,82151,5778,-156,120336,89899,136860,119489,12530,4841,-46961,82164,-1888,14772,2200,0,15304,-6040,-3548,-3736,244,1000,0,-3278,1808,-5086,-2472,16052,-61144,4,392,40998,67264,129125,119213,2560,-5008,1284,6284,68846,51356,7750,9740,776,38828,3496,4707,-108,1713,3102,9912,6908,3004,30437,22302
1973:Q2,109739,40584,20580,-21052,83797,7358,-148,118826,91455,137413,124976,11680,757,-45958,83674,232,9184,1132,0,-676,2344,3960,-4752,636,2500,0,5622,3332,2290,420,15008,9468,12,344,33102,7482,129632,117444,15948,1060,2140,12748,61438,27208,7434,26796,944,41340,5660,-7886,-244,7140,-14782,12188,8572,3616,27371,25945
1973:Q3,107695,38908,21424,-18680,85682,9371,-148,123884,84508,139659,128912,6347,4400,-55151,70671,3604,-2432,-1104,0,12624,-10868,364,-11344,1612,-1500,0,3042,3420,-378,284,15608,7436,16,-184,40322,2323,125822,119074,12708,-40,1956,10792,80690,24932,12082,43676,388,23084,1008,1196,768,5206,-4778,6748,5256,1492,39376,25146
1973:Q4,114688,41488,21308,-22716,87807,8321,-176,125480,138482,153059,132516,19322,1221,-14577,125777,3560,-2592,2400,0,7044,2980,1788,2236,1504,-2548,0,2390,1640,750,436,14040,9460,8,388,49066,36597,140354,129626,20000,9644,1804,8552,56400,8808,3540,44052,-136,48968,4972,-578,-516,8426,-8488,10728,10572,156,-13002,35900
1974:Q1,117396,40280,20276,-31768,90170,8527,-196,123965,78783,152960,135813,13808,3339,-74177,62291,-1396,8672,1600,0,4840,2944,5696,-6056,1180,2124,0,6052,1440,4612,-172,28164,-4468,4,212,39108,-23269,136468,124524,19064,2192,1644,15228,47635,31436,8035,8164,1488,31056,6632,18649,376,9980,8293,11944,6204,5740,45182,37522
1974:Q2,123489,42384,23048,-36744,92545,9526,-232,123616,106845,168825,140796,14522,13507,-61980,73593,652,1552,-800,0,-9704,2100,-1060,2096,1108,-44,0,1876,184,1692,288,25772,5780,20,344,53336,-7623,135573,129121,26428,3164,1696,21568,46024,36424,7204,2396,420,39424,10408,6417,-292,11177,-4468,6452,4832,1620,16771,54735
1974:Q3,134134,46968,22144,-50016,94930,7103,-212,117251,170277,149570,145222,5005,-657,20707,133547,10612,-536,-1600,0,-5664,10872,6884,1956,1892,140,0,-712,692,-1404,648,19044,15732,12,872,20920,63347,112840,107944,27380,9396,1324,16660,25205,24304,11965,-11064,1300,27240,9704,17115,-1036,5840,12311,4896,-128,5024,-53026,39422
1974:Q4,118080,41764,20660,-34356,97327,4094,-252,122973,108018,176549,146536,25253,4760,-68531,-1812,-5264,5676,0,0,-12580,12128,4984,7408,-508,244,0,-336,84,-420,468,20548,13412,20,-188,19668,-55364,66719,59539,29424,1772,1928,25724,16200,7688,11416,-2904,668,7864,2684,2699,844,4183,-2328,7180,5156,2024,14955,57670
1975:Q1,98563,33848,24840,-12352,99733,7258,-256,134770,104865,128029,142511,-14800,318,-23164,4995,29084,-2812,76,0,1980,6508,5612,-1452,788,1560,0,-2191,-6228,4037,592,-8800,14196,8,-384,8235,-41497,28159,20003,42760,4104,1720,36936,-24880,-24092,1048,-1836,96,-15280,-12596,29903,1460,-5933,34376,8156,7796,360,29905,517
1975:Q2,107566,37316,24220,-6980,101931,6320,-236,147537,89126,127160,141999,-14993,154,-38034,18855,6768,8788,-1724,0,-2636,13972,4940,6540,-1776,4268,0,-4579,-3320,-1259,608,-10048,13968,12,-308,6947,-12913,56889,41533,26012,-9528,3244,32296,-17878,-24112,1858,4376,636,-4448,-1004,38215,1604,-8971,45582,15356,12916,2440,58411,-14057
1975:Q3,133790,47720,24092,-11728,103921,6964,-236,161371,93168,142957,145026,-1871,-198,-49789,33356,4368,9336,84,0,76,-716,2800,4276,-284,-7508,0,-6119,-4120,-1999,176,-8852,4344,16,504,37323,-7184,83145,76425,16144,-180,2404,13920,-49,-12532,6111,6372,-8,46496,1772,12070,-20,-13043,25133,6720,6772,-52,68203,-11450
1975:Q4,138944,48748,25132,-11116,105703,9979,-236,169866,113882,146861,148933,-1729,-343,-32979,24374,1780,-648,3448,0,1504,18900,1784,20288,-880,-2292,0,229,-2736,2965,612,-9520,16788,36,-108,35739,-44386,57353,40941,19556,-5984,3032,22508,-5384,-11676,1420,4872,1088,11556,2932,11193,936,-8551,18808,16412,12180,4232,55984,-13026
1976:Q1,153823,55396,24140,-10744,107277,5517,-236,176573,155099,168552,154622,13516,414,-13453,111312,11736,3260,2240,0,7672,19096,2868,19980,-704,-3048,0,5510,-520,6030,568,-5052,13480,24,-268,29122,23924,124765,107797,29400,2680,1228,25492,1700,-15908,18148,-540,1120,5656,6040,63881,1200,1493,61188,16968,12656,4312,21474,-2504
1976:Q2,154477,53688,27876,-14900,109541,8071,-204,175829,162969,182954,158832,21537,2585,-19985,109096,1276,5608,464,0,-7112,4144,2128,4692,-236,-2440,0,-1706,-516,-1190,296,-5124,6024,16,40,42614,62556,129081,112245,24744,2832,2008,19904,17605,-752,8457,9900,732,27780,7808,33576,76,11585,21915,16836,14028,2808,12860,15196
1976:Q3,155241,52940,28972,-15216,112497,7381,-180,178171,106949,185623,164812,16871,3940,-78674,74381,5040,-3540,-2356,0,2528,-3460,2136,-7592,-44,2040,0,-3250,-508,-2742,444,-5172,11120,8,136,25182,47701,153055,143183,21816,-4380,3492,22704,25382,3216,11142,11024,664,32048,3732,59541,192,13879,45470,9872,7344,2528,71222,14833
1976:Q4,152723,51956,30112,-15592,116141,7678,-172,179054,102990,183798,170919,11890,989,-80808,7715,728,13284,2920,0,-2008,13856,1428,12052,-600,976,0,6546,-508,7054,856,-5280,7908,28,-36,27102,-58189,88523,79071,30456,4600,3212,22644,21921,-1556,14297,9180,824,9748,4412,11710,392,12227,-909,9452,8192,1260,76064,12422
1977:Q1,164065,55852,29220,-21448,120475,7826,-112,185958,154077,195605,181791,14322,-508,-41528,100758,-6408,-3312,1832,124,968,1700,-824,3336,-316,-496,0,1704,2580,-876,236,13000,5196,20,172,45240,40286,142286,140458,27120,732,4884,21504,36160,19844,11780,4536,644,42772,-2700,36462,40,3078,33344,1828,-628,2456,31881,17473
1977:Q2,176226,60712,29856,-15324,124664,7330,-224,202552,175736,203670,190102,12990,578,-27934,70664,7800,5340,3388,172,588,-19996,-1244,-19492,-428,1168,0,6144,2612,3532,540,13272,12380,20,-372,31756,9632,98598,94242,24396,1116,8604,14676,37300,11708,14268,11324,672,28808,-2356,5422,576,970,3876,4356,1736,2620,26816,8448
1977:Q3,182670,62632,31232,-9452,128710,7764,-180,216008,170938,224494,197425,23963,3106,-53556,115491,6032,2428,680,224,1276,-1720,-1368,-1812,-1228,2688,0,2684,2648,36,328,12748,8368,8,-144,36944,45635,169047,161827,31532,560,6536,24436,36839,10512,9391,16936,732,29664,4056,59004,256,1531,57217,7220,4428,2792,45070,16250
1977:Q4,184160,63116,33336,-16568,132611,7601,-128,211480,171942,221105,206580,13466,1059,-49163,146076,7576,22236,3088,280,-208,-4648,-1048,-1996,1188,-2792,0,3408,2656,752,292,12560,10872,32,-172,61884,28876,195239,188211,41420,4148,6656,30616,55142,13064,19690,22388,844,26224,6376,58205,444,2083,55678,7028,5420,1608,39538,17226
1978:Q1,178468,56724,33932,-20804,136367,10835,-144,214354,184019,234675,211924,23241,-490,-50656,144341,-15608,-1504,5644,220,1044,-5012,3280,-6252,900,-2940,0,6599,1800,4799,624,-424,16536,28,-100,24813,111481,194997,197541,22044,-696,5300,17440,73810,43304,18458,12048,1016,27260,2588,70823,368,-715,71170,-2544,-6440,3896,30335,31156
1978:Q2,210792,69724,33088,-23200,140455,6328,-168,231731,170507,255029,230896,21370,2763,-84522,77405,9568,1224,1412,52,-416,-480,-1408,-4092,1844,3176,0,5351,1808,3543,544,-452,12388,16,-432,77365,-28735,161927,152547,33916,-236,8544,25608,46285,14780,13429,18076,1708,49140,1788,19710,1176,-1405,19939,9380,2780,6600,61224,29626
1978:Q3,213089,69528,37468,-23312,144877,11422,-180,239260,189614,256615,241742,16367,-1494,-67001,116465,9544,-4480,-3972,324,-936,-5916,-676,-5112,-2316,2188,0,1459,1780,-321,-980,-488,8656,20,-328,71329,42233,183466,175058,30776,1356,8716,20704,27886,592,14166,13128,1972,33768,3816,76840,1476,-646,76010,8408,832,7576,49646,28777
1978:Q4,224773,74248,39216,-27520,149632,15720,-164,249305,212637,279940,253206,26686,48,-67303,196916,21688,15664,7440,1044,1884,7320,-708,9512,-24,-1460,0,2423,1896,527,764,-456,16252,24,156,69989,52724,264219,257911,38528,10340,8096,20092,43310,18772,17506,7032,1508,52984,11492,110089,224,-413,110278,6308,2408,3900,36668,46355
1979:Q1,224504,71276,38200,-35068,154719,13907,-200,248786,208697,283832,263771,17966,2095,-75135,183701,2388,-8624,16828,1672,3700,-1464,-2720,-2204,2364,1096,0,9747,3184,6563,1760,1936,18772,24,168,62605,74189,258836,261956,29500,2808,9300,17392,65732,35784,16928,13020,924,41888,9176,114736,1204,-6296,119828,-3120,-6680,3560,40089,48953
1979:Q2,227310,71552,38176,-39984,159605,17207,-228,254638,235090,290696,268822,22080,-206,-55606,125074,-6472,-8180,-5004,2212,-1940,12848,964,12680,264,-1060,0,7955,3216,4739,2080,1960,25460,44,412,72401,21298,180680,184672,37948,7448,9260,21240,48569,28336,18669,1564,2184,61864,3028,31079,804,-10632,40907,-3992,-12408,8416,19548,53265
1979:Q3,226335,71064,35940,-44120,164290,19446,-268,259215,217742,289813,282135,5418,2260,-72071,218876,4676,14712,-5984,2660,-1056,-24320,-3076,-15336,-3440,-2468,0,1691,3252,-1561,2968,2084,25236,24,380,93461,102344,290947,289971,37220,11524,10576,15120,50856,34872,13076,2908,2212,75764,7700,116219,1292,-13293,128220,976,-7524,8500,41473,50044
1979:Q4,220920,68584,38240,-41380,168773,19879,-276,261644,200807,301184,288329,7468,5387,-100377,151330,23640,11020,1212,3016,1724,2336,5128,-1532,-3080,1820,0,711,3252,-2541,3348,2056,17956,40,440,61029,22802,251707,248071,40484,14296,10812,15376,33970,24240,19458,-9728,2636,42704,7820,120457,404,-12477,132530,3636,-4580,8216,60837,59419
1980:Q1,230570,76712,38272,-53456,173056,18411,-292,253889,143621,311364,299704,9506,2154,-167743,150690,3528,-6664,-3624,3028,-3128,19312,2440,3312,532,13028,0,7649,8448,-799,3840,6840,17220,64,864,65255,36506,318433,305569,45336,13028,8476,23832,43411,34400,17615,-8604,1928,30980,8176,175738,176,19161,156401,12864,5472,7392,110268,75886
1980:Q2,187910,57912,51604,-34028,179392,25534,-284,249576,171899,303322,293127,11434,-1239,-131423,15448,8140,-7912,-2440,2700,2756,-17028,-280,-17544,144,652,0,10761,8452,2309,3904,7656,7452,36,132,-11945,11236,146871,128135,68952,12528,11508,44916,-35354,-27096,12278,-20536,3944,-19644,-4736,114973,2084,28491,84398,18736,3536,15200,77677,79280
1980:Q3,206632,65544,43044,-42296,187782,14763,-204,258497,202252,281834,300745,-20312,1401,-79582,276180,5688,2516,424,3828,1680,10444,-1320,15160,-1160,-2236,0,10969,8552,2417,4420,8408,13180,20,-4,42735,171872,355762,335062,20772,-19248,10876,29144,26801,37108,1309,-11616,2748,41404,-636,243973,1920,44006,198047,20700,10168,10532,56245,38100
1980:Q4,223037,72644,45684,-38752,198227,12288,-324,276796,146181,320240,311402,-3153,11991,-174059,134538,-19008,30492,4104,6416,1776,7592,-2656,-28,2104,8172,0,9029,8544,485,5504,9100,24476,56,100,102743,-47842,308597,278065,34988,9564,12596,12828,72610,63652,7314,1644,2072,63828,8708,95859,1300,68929,25630,30532,22536,7996,130615,55732
1981:Q1,227527,71908,49508,-37428,210726,14219,-188,293816,254218,354817,325819,29686,-688,-100599,521064,-8808,24048,-1248,9776,-1712,-22628,-1000,-4416,152,-17364,0,13729,8356,5373,3908,6884,4620,40,260,110623,381572,621663,609035,36988,524,12132,24332,29894,-1924,28710,3108,2432,100144,88,439489,524,33179,405786,12628,3284,9344,39598,75220
1981:Q2,212320,64588,51788,-24308,222225,11294,-156,305311,273144,345319,338077,2405,4837,-72175,111215,-14756,-1764,108,13912,-2136,16120,-1792,18716,6484,-7288,0,12717,8452,4265,3628,6640,18628,60,-120,54635,3543,183390,175694,61496,15212,15876,30408,103375,57252,22351,23772,3380,33464,-1012,-25009,224,20306,-45539,7696,-5340,13036,32167,51302
1981:Q3,221965,68016,54016,-18164,232724,11498,-184,326175,241573,393216,350407,30236,12573,-151643,122961,-14524,-5112,4336,13492,-5644,16812,368,10852,2444,3148,0,6133,8548,-2415,7228,5880,924,48,536,22227,70625,274604,287836,52800,22216,12540,18044,98708,48828,28288,21592,3528,724,-764,132840,-612,13776,119676,-13232,-26792,13560,84602,78539
1981:Q4,204766,59464,54696,-18604,242225,16841,-280,331348,318732,384282,363647,17185,3450,-65550,64540,-45856,22624,7564,8512,1080,25056,-1308,-5332,5216,26480,0,5005,8544,-3539,9592,6204,-920,56,348,-8405,33680,130090,127338,60440,20832,13176,26432,56177,24556,32469,-848,9492,-26720,-14312,42261,1412,3738,37111,2752,-24960,27712,12616,69775
1982:Q1,179803,49792,58396,-12900,250727,18894,-264,328600,227879,340954,362698,-24926,3182,-113075,145350,-856,-2264,-9280,4524,144,-25988,-628,-10488,-7880,-6992,0,-95,2384,-2479,4903,2852,12322,68,1424,-25093,182689,258425,268105,59112,12928,14560,31624,63499,65644,271,-2416,7561,-15892,-15736,169561,1048,11709,156804,-9680,-7524,-2156,100721,31248
1982:Q2,178849,51220,47414,-4744,258684,10172,-240,344567,258071,348107,355215,-7787,679,-90036,18747,2040,-15312,4976,1532,2528,-19844,1544,-12900,112,-8600,0,4181,2408,1773,-2493,2792,14321,0,1468,9635,12923,108783,104011,31740,-1940,13296,20384,89034,90544,12586,-14096,4532,12652,-7968,-25979,1276,-2385,-24870,4772,2712,2060,86496,13712
1982:Q3,174945,50288,52386,-6396,266097,12540,-164,344676,299126,345118,347369,-2408,157,-45992,159542,5328,29692,-12168,-876,3412,9508,-804,9380,-5324,6256,0,2293,2440,-147,-7457,3068,12245,16,972,7391,106118,205534,206170,37772,-11340,17208,31904,80142,73944,22730,-16532,2244,26748,-2300,61564,3504,-11334,69394,-636,-7508,6872,45550,12982
1982:Q4,156562,43752,58033,-5980,272963,19019,-128,340907,313677,309076,341766,-42049,9359,4601,51785,34868,22292,7180,-2720,-3480,41216,-1116,23444,3264,15624,0,5153,2440,2713,8739,3584,21233,40,588,-11961,-74947,47184,23200,30048,-24148,15508,38688,-9855,11596,-16147,-5304,7492,19452,8888,-32825,1844,-37544,2875,23984,20072,3912,27230,-12812
1983:Q1,157490,45472,62963,2248,279286,21318,-64,351971,296242,308055,335306,-26969,-282,-11813,164873,-10020,-944,6068,-6020,3372,21780,1128,13572,-1968,9048,0,-5400,1712,-7112,-12483,7768,16243,4,736,8276,135493,176686,150230,38912,4296,9816,24800,-3943,7332,3057,-14332,-1828,-45136,13028,149197,3436,21766,123995,26456,22984,3472,55729,-22598
1983:Q2,187864,60000,60834,-7064,286091,19410,-40,365507,329190,357276,338815,4073,14388,-28086,190188,29940,17968,-140,-10804,2484,25176,5040,9864,3692,6580,0,10016,1736,8280,-4123,8540,14699,4,140,61572,34716,218274,177514,35044,-20988,11532,44500,59672,8648,32332,18692,6996,13020,-832,63614,4032,28722,30860,40760,37172,3588,36317,11179
1983:Q3,210082,69452,63381,-15152,293378,20582,-36,376093,276926,381544,352165,24450,4929,-104618,130807,23968,-4928,6524,-10264,-208,-17084,3800,-11060,-2448,-7376,0,16176,1756,14420,-283,8436,20707,12,1636,59892,26223,235425,223681,30856,4072,8292,18492,98180,40728,37604,19848,7396,14164,5672,67413,520,47349,19544,11744,8556,3188,99167,26033
