1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q4,3211,0,2836,ND,ND,347,ND,ND,0,0,0,0,0,0,0,28,3399,1761,14,-1209,4,2229,ND,ND,66,ND,ND,0,ND,ND,0,0,103,0,0,-309,640,0,0,0,0,100,-188,0,0,0
1974:Q1,4715,0,4789,ND,ND,-111,ND,ND,0,0,0,0,0,0,0,37,8733,1210,19,2251,319,5608,ND,ND,434,ND,ND,0,ND,ND,0,0,115,0,0,86,-1408,0,0,0,0,100,-4018,0,0,0
1974:Q2,6028,0,5427,ND,ND,516,ND,ND,0,0,0,0,0,0,0,85,-2049,-2426,43,-2748,343,2360,ND,ND,-158,ND,ND,0,ND,ND,0,0,120,0,0,114,329,0,0,0,0,-25,8077,0,0,0
1974:Q3,1720,0,1373,ND,ND,195,ND,ND,0,0,0,0,0,0,0,152,5148,-1416,76,3331,376,2306,ND,ND,248,ND,ND,0,ND,ND,0,0,129,0,0,-178,301,0,0,0,0,-25,-3428,0,0,0
1974:Q4,1400,0,1365,ND,ND,276,ND,ND,0,0,0,0,0,0,0,-241,-5492,-3145,-121,-4590,254,2899,ND,ND,-434,ND,ND,0,ND,ND,0,0,147,0,0,-286,-191,0,0,0,0,-25,6892,0,0,0
1975:Q1,1529,0,785,ND,ND,-70,ND,ND,0,0,0,0,0,800,0,14,4993,495,7,2212,33,1795,ND,ND,276,ND,ND,0,ND,ND,0,0,170,0,0,136,-606,0,500,0,0,-25,-3464,0,0,0
1975:Q2,1602,0,660,ND,ND,136,ND,ND,0,0,0,0,0,800,0,6,1038,-659,3,-953,103,1429,ND,ND,-204,ND,ND,0,ND,ND,0,0,364,0,0,-198,678,0,500,0,0,-25,564,0,0,0
1975:Q3,-7283,0,-7857,ND,ND,-339,ND,ND,0,0,0,0,0,700,0,213,-8209,19,107,1946,207,-10662,ND,ND,413,ND,ND,0,ND,ND,0,0,467,0,0,-269,-923,0,500,0,0,-13,926,0,0,0
1975:Q4,652,0,-580,ND,ND,449,ND,ND,0,0,0,0,0,700,0,83,2108,376,42,-4026,162,4109,ND,ND,-175,ND,ND,0,ND,ND,0,0,304,0,0,265,564,0,500,0,0,-12,-1456,0,0,0
1976:Q1,5508,0,4241,ND,ND,-151,ND,ND,0,0,0,0,0,923,0,495,3474,1918,248,565,1618,-1316,ND,ND,249,ND,ND,0,ND,ND,0,0,39,0,0,-618,306,0,491,0,0,-25,2034,0,0,0
1976:Q2,4002,0,2504,ND,ND,-26,ND,ND,0,0,0,0,0,730,0,794,1342,-1778,397,1515,2121,-968,ND,ND,-40,ND,ND,0,ND,ND,0,0,-245,0,0,19,-381,0,715,0,0,-13,2660,0,0,0
1976:Q3,8768,0,4685,ND,ND,66,ND,ND,0,0,0,0,0,4343,0,-326,3593,632,-163,572,756,1926,ND,ND,-125,ND,ND,0,ND,ND,0,0,246,0,0,-172,-392,0,325,0,0,-12,5175,0,0,0
1976:Q4,6031,0,6419,ND,ND,586,ND,ND,0,0,0,0,0,-277,0,-697,8212,-502,-349,-2447,-1256,9411,ND,ND,211,ND,ND,0,ND,ND,0,0,350,0,0,253,752,0,1813,0,0,-25,-2181,0,0,0
1977:Q1,5366,0,3738,ND,ND,-78,ND,ND,0,0,0,0,0,1733,0,-27,-860,242,-14,521,-4220,355,ND,ND,29,ND,ND,0,ND,ND,0,0,583,0,0,-33,534,0,1167,0,0,-25,6226,0,0,0
1977:Q2,4680,0,3068,ND,ND,231,ND,ND,0,0,0,0,0,1520,0,-139,6219,147,-70,1354,4575,-2166,ND,ND,215,ND,ND,0,ND,ND,0,0,16,0,0,377,808,0,976,0,0,-13,-1539,0,0,0
1977:Q3,5603,0,4579,ND,ND,57,ND,ND,0,0,0,0,0,955,0,12,3265,319,6,715,-2160,958,ND,ND,687,ND,ND,0,ND,ND,0,0,468,0,0,193,-282,0,2373,0,0,-12,2338,0,0,0
1977:Q4,1364,0,3657,ND,ND,714,ND,ND,0,0,0,0,0,-3003,0,-4,4403,-52,-2,-2685,206,7917,ND,ND,-147,ND,ND,0,ND,ND,0,0,-86,0,0,-25,-904,0,206,0,0,-25,-3039,0,0,0
1978:Q1,13808,0,6850,ND,ND,-102,ND,ND,0,0,0,0,0,6939,0,121,871,261,61,588,-525,-3348,ND,ND,-81,ND,ND,0,ND,ND,0,0,551,0,0,453,1462,0,749,0,0,700,12937,0,0,0
1978:Q2,1024,0,963,ND,ND,487,ND,ND,0,0,0,0,0,-511,0,85,2859,-104,43,1382,988,-1185,ND,ND,309,ND,ND,0,ND,ND,0,0,-132,0,0,27,-169,0,1067,0,0,634,-1835,0,0,0
1978:Q3,2891,0,2454,ND,ND,272,ND,ND,0,0,0,0,0,128,0,37,-363,-234,19,479,-34,-2488,ND,ND,359,ND,ND,0,ND,ND,0,0,352,0,0,-386,248,0,1293,0,0,29,3254,0,0,0
1978:Q4,1704,0,314,ND,ND,1996,ND,ND,0,0,0,0,0,-5046,0,4440,16192,471,2220,1679,410,6661,ND,ND,250,ND,ND,0,ND,ND,0,0,447,0,0,454,-118,0,2955,0,0,763,-14488,0,0,0
1979:Q1,25148,0,14629,ND,ND,-819,ND,ND,0,0,0,0,0,8981,0,2357,11051,925,1179,1625,1627,2438,ND,ND,372,ND,ND,0,ND,ND,0,0,318,0,409,-41,2222,0,208,0,0,-230,14097,0,0,0
1979:Q2,16360,0,7531,ND,ND,468,ND,ND,0,0,0,0,0,8755,0,-394,16276,-485,-197,4217,3082,4682,ND,ND,105,ND,ND,0,ND,ND,0,0,237,0,348,2,-1171,0,4453,0,0,1003,84,0,0,0
1979:Q3,1147,0,3356,ND,ND,1608,ND,ND,0,0,0,0,0,-986,0,-2831,6207,-264,-1416,2528,-3933,7235,ND,ND,367,ND,ND,0,ND,ND,0,0,42,0,493,81,-1165,0,2181,0,0,57,-5060,0,0,0
1979:Q4,-11643,0,-3679,ND,ND,1308,ND,ND,0,0,0,0,0,-9883,0,611,8844,431,306,1253,-345,223,ND,ND,492,ND,ND,0,ND,ND,0,0,236,0,1162,-117,678,0,3668,0,0,857,-20487,0,0,0
1980:Q1,6000,0,-1313,ND,ND,1145,ND,ND,0,0,0,0,0,4086,0,2082,-6646,-782,1041,2232,-149,-2136,ND,ND,481,ND,ND,158,ND,ND,0,0,211,0,222,128,-445,0,-7243,0,0,-364,12646,0,0,0
1980:Q2,19645,0,14170,ND,ND,595,ND,ND,0,0,0,0,0,5369,0,-489,22130,689,-245,3487,-552,8144,ND,ND,651,ND,ND,174,ND,ND,0,0,210,0,1087,-226,3398,0,4815,0,0,497,-2485,0,0,0
1980:Q3,3776,0,8993,ND,ND,-2558,ND,ND,0,0,0,0,0,-3213,0,554,5213,420,277,2753,1473,4318,ND,ND,235,ND,ND,156,ND,ND,0,0,296,0,-813,447,-2442,0,-2189,0,0,282,-1437,0,0,0
1980:Q4,7992,0,1150,ND,ND,1202,ND,ND,0,0,0,0,0,1316,0,4324,18687,444,2162,-3256,3429,-81,ND,ND,921,ND,ND,244,ND,ND,0,0,-107,0,2735,149,1292,0,10888,0,0,-133,-10695,0,0,0
1981:Q1,25872,0,10291,ND,ND,1643,ND,ND,0,0,0,0,0,11557,0,2381,-2180,-428,1191,138,-1408,7214,ND,ND,-1173,ND,ND,541,ND,ND,0,0,-141,0,-650,-542,932,0,-7535,0,0,-319,28052,0,0,0
1981:Q2,1173,0,2701,ND,ND,-1732,ND,ND,0,0,0,0,0,102,0,102,3323,-534,51,-834,-681,-3579,ND,ND,1857,ND,ND,532,ND,ND,0,0,118,0,2557,267,-173,0,4289,0,0,-547,-2150,0,0,0
1981:Q3,2950,0,1120,ND,ND,1700,ND,ND,0,0,0,0,0,998,0,-868,9452,-1411,-434,1014,-434,521,ND,ND,97,ND,ND,202,ND,ND,0,0,170,0,2564,118,2444,0,4729,0,0,-128,-6502,0,0,0
1981:Q4,42395,0,21138,ND,ND,6550,ND,ND,0,0,0,0,0,15461,0,-754,42184,270,-377,-3654,3303,20540,ND,ND,2879,ND,ND,390,ND,ND,0,0,-267,0,4415,84,265,0,13333,0,0,1003,211,0,0,0
1982:Q1,-2191,0,2952,ND,ND,-86,ND,ND,0,0,0,0,0,-5199,0,142,-17952,36,71,-1765,-1442,-2277,ND,ND,-2567,ND,ND,135,ND,ND,0,0,-530,0,2756,56,4,0,-12895,0,0,466,15761,0,0,0
1982:Q2,-3488,0,-3688,ND,ND,-308,ND,ND,0,0,0,0,0,431,0,77,7225,632,39,1554,-2129,-2623,ND,ND,804,ND,ND,273,ND,ND,0,0,112,0,-547,257,1459,0,6668,0,0,726,-10713,0,0,0
1982:Q3,20487,0,8306,ND,ND,3618,ND,ND,0,0,0,0,0,8662,0,-99,23001,853,-50,1251,5567,6007,ND,ND,-3058,ND,ND,227,ND,ND,0,0,808,0,2168,-421,722,0,8653,0,0,274,-2514,0,0,0
1982:Q4,21412,0,6667,ND,ND,-2551,ND,ND,0,0,0,0,0,16376,0,920,13832,-870,460,1385,617,15377,ND,ND,2490,ND,ND,154,ND,ND,0,0,57,0,-2682,-51,3194,0,-6415,0,0,116,7580,0,0,0
1983:Q1,-13107,0,-1229,ND,ND,150,ND,ND,0,0,0,0,0,-10578,0,-1450,-1358,843,-725,2431,-6498,-2752,ND,ND,1227,ND,ND,-303,ND,ND,0,0,586,164,-2986,611,713,0,5269,0,0,62,-11749,0,0,0
1983:Q2,3197,0,681,ND,ND,429,ND,ND,0,0,0,0,0,2618,0,-531,10570,621,-266,4905,1315,76,ND,ND,199,ND,ND,426,ND,ND,0,0,1092,242,-1188,304,-1345,0,4217,0,0,-28,-7373,0,0,0
1983:Q3,21895,0,4370,ND,ND,285,ND,ND,0,0,0,0,0,18066,0,-826,19843,-52,-413,7373,8932,-5631,ND,ND,-2859,ND,ND,504,ND,ND,0,0,-11,289,2749,-42,-619,0,9469,0,0,154,2052,0,0,0
1983:Q4,14609,0,7373,ND,ND,-3063,ND,ND,0,0,0,0,0,10797,0,-498,8743,-599,-249,1870,-9164,-724,ND,ND,3166,ND,ND,457,ND,ND,0,0,224,305,-1770,-92,-1035,0,15869,0,0,485,5866,0,0,0
1984:Q1,18144,0,12308,ND,ND,4421,ND,ND,0,0,0,0,0,1184,0,231,17382,879,116,3916,-1895,5623,ND,ND,-1229,ND,ND,1279,ND,ND,0,0,-430,321,4581,1346,710,0,2640,0,0,-475,762,0,0,0
1984:Q2,8405,0,4123,ND,ND,-1271,ND,ND,0,0,0,0,0,5597,0,-44,17111,1790,-22,3419,-22,1495,ND,ND,-919,ND,ND,-474,ND,ND,0,0,-272,336,-412,451,-533,0,12431,0,0,-157,-8706,0,0,0
1984:Q3,20527,0,9827,ND,ND,2809,ND,ND,0,0,0,0,0,7694,0,197,10417,-1989,99,8267,99,-1881,ND,ND,2431,ND,ND,-655,ND,ND,0,0,699,383,3339,1067,425,0,-1599,0,0,-267,10110,0,0,0
1984:Q4,37690,0,5934,ND,ND,-1041,ND,ND,0,0,0,0,0,32025,0,772,52629,-9,386,4855,2401,16839,ND,ND,-625,ND,ND,194,ND,ND,0,0,316,460,2215,-807,7741,0,17665,0,0,998,-14939,0,0,0
1985:Q1,-25696,0,-2583,ND,ND,1140,ND,ND,0,0,0,0,0,-24503,0,250,-8067,4162,125,5426,-1890,-12087,ND,ND,-668,ND,ND,1403,ND,ND,0,0,739,539,519,-335,-2797,0,-2900,0,0,-303,-17629,0,0,0
1985:Q2,9244,0,-4187,ND,ND,7122,ND,ND,0,0,0,0,0,6061,0,248,21500,-3856,124,8668,124,12248,ND,ND,480,ND,ND,1597,ND,ND,0,0,800,617,-5308,353,3257,0,2190,0,0,206,-12256,0,0,0
1985:Q3,25134,0,16689,ND,ND,-1524,ND,ND,0,0,0,0,0,9724,0,245,28594,569,123,6398,123,5912,ND,ND,2563,ND,ND,313,ND,ND,0,0,-405,664,3287,673,-23,0,7441,0,0,957,-3460,0,0,0
1985:Q4,65139,0,22485,ND,ND,4278,ND,ND,0,0,0,0,0,35250,0,3126,62717,-1420,1563,514,6786,12937,ND,ND,-2056,ND,ND,429,ND,ND,0,0,7138,680,4796,-859,5560,0,26750,0,0,-101,2422,0,0,0
1986:Q1,19753,0,7496,ND,ND,-2075,ND,ND,0,0,0,0,0,14147,0,185,3525,-25,93,251,-5131,5987,ND,ND,-17,ND,ND,2554,ND,ND,0,0,83,714,134,3408,916,0,-6404,0,0,962,16228,0,0,0
1986:Q2,30475,0,5712,ND,ND,7252,ND,ND,0,0,0,0,0,17265,0,246,32913,-449,123,1258,123,2224,ND,ND,3241,ND,ND,1134,ND,ND,0,0,249,766,5941,-145,-228,0,18646,0,0,30,-2438,0,0,0
1986:Q3,29427,0,9731,ND,ND,512,ND,ND,0,0,0,0,0,18793,0,391,37947,842,196,5836,8319,-8965,ND,ND,372,ND,ND,-544,ND,ND,0,0,344,875,-1346,337,5451,0,24899,0,0,1332,-8520,0,0,0
1986:Q4,25042,0,19215,ND,ND,-267,ND,ND,0,0,0,0,0,5974,0,120,24744,1331,60,-2496,7942,5331,ND,ND,3235,ND,ND,-633,ND,ND,0,0,1010,915,1345,1244,-3652,0,8086,0,0,1026,298,0,0,0
1987:Q1,3443,0,2672,ND,ND,2219,ND,ND,0,0,0,0,0,-174,0,-1274,4926,483,-637,2696,-16642,-2438,ND,ND,540,ND,ND,3135,ND,ND,0,0,-187,941,4726,3009,-298,0,8761,0,0,837,-1483,0,0,0
1987:Q2,4047,0,-246,ND,ND,3764,ND,ND,0,0,0,0,0,3784,0,-3255,18732,-24,-1628,3518,1427,5406,ND,ND,-4649,ND,ND,-2154,ND,ND,0,0,601,959,837,-259,2346,0,13280,0,0,-928,-14685,0,0,0
1987:Q3,30720,0,10971,ND,ND,-4243,ND,ND,0,0,0,0,0,23827,0,165,27850,69,83,5465,-2972,-9218,ND,ND,2660,ND,ND,-1881,ND,ND,0,0,-57,759,2552,2080,-3639,0,29921,0,0,2028,2870,0,0,0
1987:Q4,-41359,0,4465,ND,ND,-3890,ND,ND,0,0,0,0,0,-38709,0,-3225,-33487,-2239,-1613,252,3349,-4020,ND,ND,2746,ND,ND,-733,ND,ND,0,0,-780,343,-1006,-3117,-616,0,-26360,0,0,307,-7872,0,0,0
1988:Q1,47356,0,11044,ND,ND,10923,ND,ND,0,0,0,0,0,26290,0,-901,40086,296,-451,-2767,-5412,16161,ND,ND,-3177,ND,ND,-647,ND,ND,0,0,5,-25,2138,5158,11834,0,18080,0,0,-1108,7269,0,0,0
1988:Q2,6935,0,687,ND,ND,7551,ND,ND,0,0,0,0,0,-1513,0,210,8719,-583,105,4060,7531,-5709,ND,ND,1522,ND,ND,1962,ND,ND,0,0,1693,-347,-814,-3069,-4336,0,6773,0,0,-69,-1784,0,0,0
1988:Q3,46740,0,13835,ND,ND,-5389,ND,ND,0,0,0,0,0,30747,0,7547,51869,620,3774,575,5838,2023,ND,ND,-1671,ND,ND,-1666,ND,ND,0,0,-202,-432,971,3042,2859,0,34420,0,0,1719,-5129,0,0,0
1988:Q4,-38187,0,-9467,ND,ND,-3119,ND,ND,0,0,0,0,0,-23810,0,-1791,-31347,1286,-896,-2882,-3525,-14711,ND,ND,4938,ND,ND,486,ND,ND,0,0,643,-285,87,-273,-3764,0,-11837,0,0,-615,-6840,0,0,0
1989:Q1,72853,0,25421,ND,ND,-2385,ND,ND,0,0,0,0,0,45689,0,4128,64203,-1237,2064,7978,-4797,13947,ND,ND,-5797,ND,ND,973,ND,ND,0,0,988,137,5947,-139,6933,0,35842,0,0,1364,8650,0,0,0
1989:Q2,91085,0,-8,ND,ND,9557,ND,ND,0,0,0,0,0,69532,0,12004,88848,-220,6002,2365,6002,6024,ND,ND,-44,ND,ND,-378,ND,ND,0,0,446,33,5106,1326,19635,0,39724,0,0,2827,2237,0,0,0
1989:Q3,-33789,0,-19657,ND,ND,-3798,ND,ND,0,0,0,0,0,-16456,0,6122,-31251,-1075,3061,3383,3061,-10441,ND,ND,6442,ND,ND,957,ND,ND,0,0,1068,173,1610,-320,-1629,0,-37387,0,0,-154,-2538,0,0,0
1989:Q4,-8818,0,-10953,ND,ND,2125,ND,ND,0,0,0,0,0,-2965,0,2975,-1292,334,1488,2420,3605,14360,ND,ND,648,ND,ND,1573,ND,ND,0,0,-271,-823,489,-1260,3072,0,-32967,0,0,6041,-7526,0,0,0
1990:Q1,-202,0,3353,ND,ND,12120,ND,ND,0,0,0,0,0,-18839,0,3164,13043,-747,1582,361,1398,2558,ND,ND,-2388,ND,ND,4311,ND,ND,0,0,40,266,-1640,305,-2098,0,9952,0,0,-857,-13245,0,0,0
1990:Q2,-2530,0,-10305,ND,ND,20426,ND,ND,0,0,0,0,0,-12557,0,-94,-3955,-236,-47,3161,-1980,107,ND,ND,1259,ND,ND,-798,ND,ND,0,0,-351,1441,1876,23,1813,0,-9365,0,0,-858,1425,0,0,0
1990:Q3,-10880,0,-8548,ND,ND,-7944,ND,ND,0,0,0,0,0,6824,156,-1368,11424,992,-684,395,-684,-3417,ND,ND,1972,ND,ND,-1370,ND,ND,0,0,-357,410,11174,893,-9085,0,11708,334,0,-857,-22304,0,0,0
1990:Q4,-12724,0,-29487,ND,ND,-8957,ND,ND,0,0,0,0,0,24681,44,995,-8952,-655,498,1814,18852,-1770,ND,ND,-3605,ND,ND,-41,ND,ND,0,0,-642,413,-7274,-306,16268,0,-31756,111,0,-858,-3772,0,0,0
1991:Q1,314,0,-13283,ND,ND,16,ND,ND,0,0,0,0,0,13691,-153,43,27501,-813,22,-2099,-18333,1579,ND,ND,-2958,ND,ND,1955,ND,ND,0,0,-379,1552,14905,1011,1429,0,29099,238,0,293,-27187,0,0,0
1991:Q2,40078,0,-8749,ND,ND,17658,ND,ND,0,0,0,0,0,32304,-3,-1132,34074,106,-566,4969,873,1888,ND,ND,7179,ND,ND,-2377,ND,ND,0,0,914,2730,-1877,-416,1840,0,17492,1027,0,292,6005,0,0,0
1991:Q3,36560,0,2981,ND,ND,-5038,ND,ND,0,0,0,0,0,42610,-7,-3986,35678,205,-1993,970,-3432,11947,ND,ND,3344,ND,ND,-2228,ND,ND,0,0,1432,4355,1477,-306,4025,0,15427,162,0,293,882,0,0,0
1991:Q4,-62067,0,-17897,ND,ND,458,ND,ND,0,0,0,0,0,-43400,4,-1232,-58853,-15,-616,2831,15282,-19567,ND,ND,1047,ND,ND,1249,ND,ND,0,0,1766,-2002,-5306,-4133,-8415,0,-40819,-448,0,293,-3214,0,0,0
1992:Q1,34537,0,14839,ND,ND,-2168,ND,ND,0,0,0,0,398,20475,-3,996,40553,1591,498,-2654,-13595,13745,ND,ND,-2044,ND,ND,623,ND,ND,0,0,-176,431,12945,-182,1208,0,17579,-737,0,11321,-6016,0,0,0
1992:Q2,44390,0,-17853,ND,ND,18658,ND,ND,0,0,0,0,473,44736,7,-1631,39483,661,-816,6562,-2621,-13583,ND,ND,3603,ND,ND,-898,ND,ND,0,0,128,1386,168,982,-1319,0,41783,900,0,2546,4907,0,0,0
1992:Q3,71696,0,20046,ND,ND,-18687,ND,ND,0,0,0,0,508,71975,97,-2243,50679,-678,-1122,-167,17039,3442,ND,ND,9205,ND,ND,-1317,ND,ND,0,0,167,2888,-8064,3557,4292,0,22965,-141,0,-1387,21018,0,0,0
1992:Q4,-14623,0,3817,ND,ND,-5844,ND,ND,0,0,0,0,504,-11664,-38,-1398,1122,1863,-699,867,-10765,7067,ND,ND,-180,ND,ND,1944,ND,ND,0,0,68,1107,-6205,-3393,-5173,0,6387,-144,0,8378,-15745,0,0,0
1993:Q1,74585,0,19513,ND,ND,-4931,ND,ND,0,0,0,0,532,58867,-11,615,24456,-1152,308,2820,-464,-9715,ND,ND,-1786,ND,ND,-1320,ND,ND,0,0,937,539,6995,221,-9273,0,31932,-467,0,4881,50128,0,0,0
1993:Q2,-6201,0,-9500,ND,ND,6023,ND,ND,0,0,0,0,592,-2801,160,-675,6706,-834,-338,-1614,8345,-6086,ND,ND,7216,ND,ND,-1036,ND,ND,0,0,438,1125,-5012,720,-7737,0,7617,147,0,3755,-12907,0,0,0
1993:Q3,81453,0,21813,ND,ND,-8353,ND,ND,0,0,0,0,564,67180,-129,378,54027,-1108,189,1756,-7374,1015,ND,ND,559,ND,ND,-2093,ND,ND,0,0,-714,-6457,8047,376,-966,0,56725,-628,0,4700,27426,0,0,0
1993:Q4,-23868,0,-3632,ND,ND,-5813,ND,ND,0,0,0,0,448,-15249,-102,480,6301,543,240,8009,5010,3435,ND,ND,7685,ND,ND,-635,ND,ND,0,0,254,562,-9771,-1650,1732,0,-13139,450,0,3576,-30169,0,0,0
1994:Q1,61827,0,17582,ND,ND,-184,ND,ND,0,0,0,0,1581,42791,102,-45,53333,73,-23,-5243,-7785,-2244,ND,ND,-10897,ND,ND,4704,ND,ND,0,0,-1181,-50,6890,4901,3597,0,61444,-355,0,-499,8494,0,0,0
1994:Q2,32634,0,10539,ND,ND,7836,ND,ND,0,0,0,0,1300,16456,-103,-3394,11829,-65,-1697,-2470,3492,-9460,ND,ND,11013,ND,ND,-2519,ND,ND,0,0,-1386,2510,-1918,386,7842,0,8326,296,0,-2521,20804,0,0,0
1994:Q3,45284,0,15564,ND,ND,-6522,ND,ND,0,0,0,0,1500,34340,75,327,37524,182,164,-7310,-7966,-2556,ND,ND,-1466,ND,ND,-1322,ND,ND,0,0,-1857,2184,23,1785,7470,0,28777,-91,0,19507,7760,0,0,0
1994:Q4,-101874,0,12050,ND,ND,4974,ND,ND,0,0,0,0,347,-117031,-33,-2181,-94338,-518,-1091,451,6990,7011,ND,ND,10837,ND,ND,-3125,ND,ND,0,0,-1758,2732,-1882,-722,16528,0,-101668,375,0,-28498,-7537,0,0,0
1995:Q1,85223,0,9126,ND,ND,-2634,ND,ND,0,0,0,0,193,74541,72,3925,56107,1529,1963,-8825,-1930,7614,ND,ND,-20044,ND,ND,2994,ND,ND,0,0,72,1694,4193,169,6527,0,50464,-305,0,9992,29116,0,0,0
1995:Q2,60640,0,6494,ND,ND,10352,ND,ND,0,0,0,0,451,39660,1903,1780,83952,5312,890,-8492,10977,12251,ND,ND,3799,ND,ND,-668,ND,ND,0,0,71,1738,8003,2631,11066,0,30306,188,0,5880,-23312,0,0,0
1995:Q3,30032,0,15035,ND,ND,-3539,ND,ND,0,0,0,0,257,18981,-1966,1264,10406,-5248,632,4761,-9633,-8484,ND,ND,6193,ND,ND,-636,ND,ND,0,0,73,-1874,2646,-1785,4172,0,16320,-442,0,3711,19626,0,0,0
1995:Q4,32632,0,-14305,ND,ND,4821,ND,ND,0,0,0,0,278,42284,186,-632,59620,-1331,-316,10213,7026,27698,ND,ND,3175,ND,ND,-1525,ND,ND,0,0,70,2094,4322,1347,-1279,0,6357,334,0,1435,-26988,0,0,0
1996:Q1,40911,0,-6056,ND,ND,-2558,ND,ND,0,0,0,0,279,50433,-122,-1065,56227,-12,-533,20232,-9499,-11137,ND,ND,-6299,ND,ND,3996,ND,ND,0,0,1023,-5049,8960,-309,-2306,0,52524,-271,0,4906,-15317,0,0,0
1996:Q2,35984,0,-3269,ND,ND,15391,ND,ND,0,0,0,0,390,23301,1,170,32952,1894,85,8287,2275,-15083,ND,ND,1308,ND,ND,-3225,ND,ND,0,0,1021,1751,1675,1020,-543,0,28594,34,0,3859,3032,0,0,0
1996:Q3,-8220,0,-2640,ND,ND,-7183,ND,ND,0,0,0,0,465,8040,-78,-6824,-9664,352,-3412,394,-2146,-2415,ND,ND,-9711,ND,ND,-4627,ND,ND,0,0,1022,-606,3264,1764,70,0,6541,-233,0,79,1444,0,0,0
1996:Q4,5122,0,2500,ND,ND,11254,ND,ND,0,0,0,0,1660,-11126,693,141,23109,-770,71,3761,13302,7006,ND,ND,15434,ND,ND,-1087,ND,ND,0,0,1823,649,2502,-959,-9011,0,-4595,610,0,-5626,-17987,0,0,0
1997:Q1,91730,0,16956,ND,ND,774,ND,ND,461,0,0,0,1355,75721,-184,-3353,107235,-172,-1677,4074,-11679,14480,ND,ND,-1035,ND,ND,11517,ND,ND,0,0,-288,-827,15995,2350,1597,0,52466,-393,0,20826,-15505,0,0,0
1997:Q2,39272,0,-14968,ND,ND,14330,ND,ND,288,0,0,0,2348,37212,-95,157,12133,-483,79,-2268,5071,-12778,ND,ND,12579,ND,ND,-4509,-1081,-3428,0,0,464,4838,-5945,2719,6117,0,5560,48,0,642,27139,0,0,0
1997:Q3,112003,0,28676,ND,ND,-6572,ND,ND,-363,0,0,0,2729,87294,111,128,106261,755,64,3356,-2591,13105,ND,ND,-6610,ND,ND,-1490,-1063,-427,0,0,-40,-85,11049,-142,401,0,82406,87,0,5996,5742,0,0,0
1997:Q4,-562,0,18062,ND,ND,13440,ND,ND,-268,0,0,0,4753,-37445,743,153,-39119,558,77,-1170,9999,-1234,ND,ND,13242,ND,ND,-548,224,-772,0,0,1069,-3532,1922,874,-12204,0,-41518,840,0,-7493,38556,0,0,0
1998:Q1,117349,0,17671,ND,ND,13804,ND,ND,-84,0,0,0,5084,80636,61,177,110274,-845,89,8796,-15456,27798,ND,ND,-7241,ND,ND,7885,979,6906,0,0,397,8311,9777,-1372,-3667,0,55475,-1057,0,21384,7075,0,0,0
1998:Q2,-6426,0,-36134,ND,ND,14165,ND,ND,-671,0,0,0,-1886,13456,3658,986,16693,-1226,493,-5797,12743,-10981,ND,ND,12937,ND,ND,-1221,-609,-612,0,0,376,-1088,7771,2796,-6687,0,9651,3947,0,-7021,-23119,0,0,0
1998:Q3,41380,0,31386,ND,ND,20979,ND,ND,-274,0,0,0,-3248,-7309,-290,136,-10419,761,68,-1732,-6244,25119,ND,ND,16542,ND,ND,-3746,-1103,-2643,0,0,273,2470,18620,1874,-916,0,-45271,-4087,0,-14150,51799,0,0,0
1998:Q4,-165098,0,41614,ND,ND,-36383,ND,ND,12,0,0,0,-9722,-162222,1385,218,-128083,956,109,7186,16251,16372,ND,ND,-15150,ND,ND,497,3444,-2947,0,0,107,-777,-23357,-2937,-2101,0,-111749,5553,0,-19043,-37015,0,0,0
1999:Q1,36264,0,7186,ND,ND,8890,ND,ND,449,0,0,0,1005,24006,-1769,-3503,-9424,567,-1752,-515,-13792,-27329,ND,ND,-439,ND,ND,2688,1298,1390,0,0,1167,3505,-1033,1182,-6578,0,20295,-1724,0,14333,45689,0,0,0
1999:Q2,-14589,0,11419,ND,ND,-1628,ND,ND,355,0,0,0,185,-25141,157,64,-12677,-1341,32,-1443,-4025,340,ND,ND,-2913,ND,ND,-1458,-373,-1085,0,0,166,-128,2117,1458,-2178,0,-560,324,0,-3068,-1912,0,0,0
1999:Q3,-2076,0,-12589,ND,ND,-8297,ND,ND,-400,0,0,0,-558,19078,557,133,-2661,2655,67,-1621,7851,-24173,ND,ND,-4250,ND,ND,-3371,-2716,-655,0,0,411,-1650,-971,-596,1487,0,21557,838,0,-894,585,0,0,0
1999:Q4,38603,0,22262,ND,ND,-19772,ND,ND,570,0,0,0,-890,34112,2268,53,147368,-296,27,1043,118604,3034,ND,ND,-7594,ND,ND,3395,2910,485,1,1,200,1116,2151,2385,19992,0,4125,1606,0,-2421,-108765,0,0,0
