date,FU216010105.Q,FU216210001.Q,FU216240001.Q,FU216231001.Q,FU216601001.Q,FU216150105.Q,FU216403105.Q,FU216402101.Q,FU216900005.Q,FU216901001.Q,FU216404001.Q,FU216403001.Q,FU216130001.Q,FU216402001.Q,FU216006005.Q,FU216300001.Q,FU215440005.Q,FU216000105.Q,FU215090005.Q,FU215019001.Q,FU215420003.Q,FU215000005.Q,FU214090005.Q,FU213020005.Q,FU213030000.Q,FU213034003.Q,FU212051003.Q,FU214022005.Q,FU213069103.Q,FU213061103.Q,FU213061703.Q,FU213062003.Q,FU213063003.Q,FU214023005.Q,FU213065005.Q,FU213069200.Q,FU213064103.Q,FU213064203.Q,FU213070003.Q,FU213078005.Q,FU213093003.Q,FU214190005.Q,FU213162005.Q,FU213162400.Q,FU213162200.Q,FU213169203.Q,FU213170003.Q,FU223073045.Q,FU217005005.Q
1970:Q3,30122,3579,18581,958,273,1310,5063,358,28275,21303,4138,0,2828,6,1847,2776,-1485,6108,4626,8491,284,-4150,955,-2160,2748,0,1073,-971,0,-498,-475,2,0,166,166,0,0,0,167,-39,-29,5105,2584,106,2478,194,561,1766,1482
1970:Q4,30572,3597,18991,909,278,1330,5125,343,31466,24112,4378,0,2970,6,-894,2879,-1501,3486,2593,7427,318,-5152,1208,1698,3329,0,-2489,-1822,0,-928,-982,88,0,216,216,0,0,0,279,9,-12,6360,3919,991,2928,50,573,1818,893
1971:Q1,31704,3678,19563,1022,283,1360,5474,324,32746,25018,4581,0,3140,7,-1042,2954,-1659,3570,1040,6492,373,-5825,1127,195,2954,0,-403,-2094,0,-930,-1143,-21,0,306,306,0,0,0,71,109,-11,6952,4245,1134,3111,93,582,2032,2530
1971:Q2,33547,3902,20057,1054,291,1368,6562,313,34275,26229,4765,0,3273,8,-728,3026,-1877,4174,3551,7925,402,-4777,2178,420,42,0,1819,-884,0,-120,-732,-32,0,156,156,0,0,0,138,438,49,6955,4220,824,3396,-68,596,2207,624
1971:Q3,33627,4004,20702,1093,296,1376,5844,313,32392,24059,4911,0,3413,9,1236,3085,-1768,6088,4397,8500,422,-4525,2654,-663,705,0,1901,-239,0,-42,-151,-46,0,327,327,0,0,0,223,330,70,7179,3909,610,3299,249,599,2422,1691
1971:Q4,34869,4319,21180,1115,304,1383,6251,317,35619,26973,5075,0,3561,10,-750,3163,-1700,4113,4450,7794,431,-3775,3305,1032,3458,0,-2764,440,0,739,-146,-153,0,290,290,0,0,0,497,369,-17,7080,3691,-85,3776,91,617,2681,-337
1972:Q1,36317,4875,21592,1248,314,1411,6541,337,36863,27838,5302,0,3711,12,-545,3230,-1751,4436,2703,6705,415,-4417,3385,-547,1436,0,800,795,0,692,231,-128,0,335,335,0,0,0,23,518,25,7802,4115,471,3644,267,626,2794,1733
1972:Q2,40113,5242,22132,1261,327,1441,9354,357,38279,28991,5405,0,3870,13,1835,3282,-1657,6774,5760,7848,414,-2502,3867,471,1290,0,63,987,0,305,962,-280,0,403,403,0,0,0,203,448,2,6369,3384,-484,3868,-303,621,2667,1014
1972:Q3,38229,5304,22588,1306,334,1496,6831,371,36420,26739,5629,0,4038,14,1809,3356,-2042,7207,6832,8668,413,-2249,4443,-671,290,0,2314,1467,0,566,688,213,0,287,287,0,0,0,506,295,-45,6692,3411,204,3207,126,632,2523,375
1972:Q4,42454,5462,23136,1437,345,1576,10121,377,39480,29633,5617,0,4215,15,2974,3445,-1820,8239,8164,8120,414,-371,5610,1515,3761,0,-3266,2082,0,746,1440,-104,0,362,362,0,0,0,722,518,-84,5981,2708,-139,2847,255,656,2362,76
1973:Q1,42252,5475,23765,1509,356,1732,9040,375,40751,30514,5812,0,4408,17,1501,3542,-1833,6876,6470,7260,420,-1210,5191,-1563,2988,0,606,2119,0,528,1366,225,0,278,278,0,0,0,284,477,2,6401,3166,377,2789,167,670,2398,406
1973:Q2,43282,5579,24083,1518,367,1862,9506,367,42470,31874,5990,0,4587,19,812,3647,-1911,6370,8428,8575,426,-573,5665,1060,585,0,346,2178,0,465,1718,-5,0,243,243,0,0,0,761,485,7,6238,3049,-285,3334,-242,678,2753,-2058
1973:Q3,43408,5778,24667,1464,380,2005,8761,353,40206,29380,6043,0,4762,21,3202,3755,-1711,8668,7547,9388,434,-2275,5426,-1612,2003,0,1706,1958,0,263,1786,-91,0,446,446,0,0,0,668,237,20,7701,3459,301,3158,416,696,3130,1121
1973:Q4,44090,5994,24906,1537,389,2164,8769,331,44018,32824,6239,0,4931,24,72,3896,-1857,5825,7233,8766,443,-1976,6332,1902,1648,0,-1209,1776,0,-87,1763,100,0,733,733,0,0,0,1114,425,-57,8308,4109,-78,4187,-55,727,3527,-1408
1974:Q1,44614,5816,25256,1582,399,2358,8913,291,45181,34202,5857,0,5096,26,-567,4129,-2310,5872,5222,8260,455,-3493,4923,-1746,1576,0,2251,1654,0,37,1635,-18,0,453,453,0,0,0,276,519,-60,8416,3920,-47,3967,58,771,3667,650
1974:Q2,46582,6021,25998,1658,411,2506,9754,235,47555,36069,6180,0,5278,28,-974,4441,-2523,5990,7621,10568,465,-3412,4571,2319,1750,0,-2748,1352,0,-293,1241,404,0,464,464,0,0,0,730,678,26,7983,4000,608,3392,-193,824,3352,-1631
1974:Q3,47563,6291,26709,1820,421,2622,9540,161,45705,33736,6463,0,5476,30,1858,4771,-2006,8635,6590,11419,474,-5304,3188,-2501,-240,0,3331,1114,0,449,578,87,0,443,443,0,0,0,611,398,32,8492,3597,1633,1964,392,853,3650,2045
1974:Q4,47886,6396,26876,1619,434,2707,9739,116,50527,38028,6776,0,5691,32,-2642,5012,-2331,4701,1734,10253,482,-9001,-2693,1861,2616,0,-4590,-52,0,265,-368,51,0,1110,1110,0,0,0,-3655,69,-52,6308,1241,515,726,419,874,3774,2967
1975:Q1,49021,6431,27255,1528,438,2808,10475,86,53121,39859,7304,0,5923,35,-4100,5152,-2531,3583,3453,8396,490,-5434,856,-1220,-1422,0,2212,727,0,468,283,-24,0,549,549,0,0,0,-221,246,-15,6290,1435,231,1204,96,935,3824,131
1975:Q2,52020,6614,27921,1659,450,2822,12473,81,55594,41797,7619,0,6140,38,-3574,5214,-2334,3975,5530,10797,491,-5758,1762,1033,-446,0,-953,932,0,-257,1283,-94,0,448,448,0,0,0,191,572,-15,7520,2936,744,2192,-10,922,3672,-1555
1975:Q3,52814,6792,28725,2049,467,2804,11893,84,52617,38495,7738,0,6343,41,197,5269,-3086,8552,9544,13242,486,-4184,3022,-1490,-1001,0,1946,2076,0,449,896,731,0,298,298,0,0,0,675,520,-2,7206,1702,-1715,3417,115,952,4437,-992
1975:Q4,54165,7040,29314,2111,488,2751,12364,96,57413,42697,8141,0,6531,44,-3248,5341,-3023,5115,5373,12115,477,-7219,2349,2153,895,0,-4026,2070,0,600,-300,1770,0,312,312,0,0,0,744,241,-40,9568,4884,481,4403,-12,994,3702,-258
1976:Q1,56102,7367,30218,2419,509,2627,12841,121,58556,43460,8346,0,6705,45,-2455,5415,-2900,5860,4570,9198,461,-5089,4743,-2690,1333,0,565,4172,0,2827,183,1162,0,940,-60,1000,0,0,-136,600,-41,9832,3397,-1533,4930,1259,1024,4152,1290
1976:Q2,57225,7650,30879,2407,533,2586,13042,129,60157,44882,8354,0,6875,46,-2932,5492,-2832,5392,5702,11681,445,-6424,4422,1400,-2902,0,1515,1676,0,467,340,869,0,1469,469,1000,0,0,593,568,103,10846,8761,1758,7003,-1307,998,2394,-310
1976:Q3,58338,7900,31506,2415,559,2585,13236,138,56518,40746,8681,0,7042,49,1820,5535,-3068,10423,9827,13068,428,-3669,5595,-822,992,0,572,2823,0,1459,1016,348,0,1386,386,1000,0,0,510,83,51,9264,2906,-976,3882,1237,987,4134,596
1976:Q4,60510,8157,32411,2395,586,2632,14197,133,61386,45374,8757,0,7206,49,-876,5602,-3221,7947,11122,10945,413,-235,8076,1152,2676,0,-2447,3852,0,3245,614,-7,0,1915,455,1460,0,0,759,193,-24,8311,1371,-3316,4687,847,985,5108,-3176
1977:Q1,61406,8383,33220,2629,628,2728,13698,120,62608,46268,8923,0,7365,52,-1203,5711,-3213,7721,8913,8273,392,249,9484,-1470,2688,0,521,4355,0,1021,3591,-257,0,2519,155,2364,0,0,335,532,4,9235,2494,-3326,5820,342,1021,5378,-1193
1977:Q2,63755,8680,33875,2847,676,2840,14722,115,64895,47939,9373,0,7532,51,-1140,5803,-3260,7922,9754,11420,385,-2051,9783,1488,-1028,0,1354,4529,0,3792,880,-143,0,2140,-221,2361,0,0,593,776,-69,11834,9509,2226,7283,-2041,1051,3315,-1832
1977:Q3,65783,8982,34583,2962,714,2974,15459,109,63414,46340,9316,0,7706,52,2369,5910,-3442,11721,13942,13012,386,544,10947,-1058,2370,0,715,5729,0,3741,1572,416,0,2647,287,2360,0,0,433,181,-70,10404,4327,-352,4679,1216,1054,3807,-2221
1977:Q4,67344,9322,35263,2991,757,3124,15761,126,66856,49486,9427,0,7888,55,488,6012,-3173,9673,13339,11254,395,1690,10192,2114,2940,0,-2685,3984,0,3118,303,563,0,2699,334,2365,0,0,983,176,-19,8503,3344,-1463,4807,688,1066,3405,-3666
1978:Q1,68950,9659,35740,2629,796,3306,16669,151,69089,51197,9792,0,8045,55,-140,6122,-3210,9192,8845,8384,418,43,12997,-2277,4154,0,588,7161,0,4812,1710,639,0,3156,557,2599,0,0,406,-188,-3,12954,7689,-1683,9372,285,1071,3909,348
1978:Q2,72041,10035,36924,3093,837,3519,17490,144,71916,53393,10243,0,8223,57,125,6274,-3370,9769,12254,12724,438,-908,13779,1495,-562,0,1382,6636,0,2224,4625,-213,0,3187,584,2603,0,0,872,720,49,14687,12538,1543,10995,-1843,1170,2822,-2485
1978:Q3,71194,10231,36059,3120,871,3769,17020,124,67227,48427,10317,0,8423,60,3966,6431,-3491,13888,13098,15605,456,-2963,12118,-1058,2826,0,479,5825,0,4462,1541,-178,0,3132,530,2602,0,0,624,215,75,15081,10016,468,9548,-3,1210,3858,791
1978:Q4,73597,10526,36898,3264,906,4063,17843,98,72696,53572,10415,0,8642,67,901,6586,-3639,11126,14634,14112,471,52,15130,1912,1666,0,1679,4393,0,409,4914,-930,0,3434,828,2606,0,0,1409,614,23,15078,10749,256,10493,5,1246,3078,-3508
1979:Q1,74013,10509,37646,3423,942,4556,16879,59,75579,56025,10596,0,8883,75,-1566,6774,-3908,9116,9743,9758,481,-496,13116,-2386,2955,0,1625,8479,0,5760,3500,-781,0,1170,1100,70,0,0,449,764,60,13612,6228,-1184,7412,15,1222,6147,-627
1979:Q2,75305,10516,38139,3448,964,4887,17338,14,77950,57866,10876,0,9127,81,-2645,7007,-3754,8116,10395,14133,493,-4231,8557,1119,-3284,0,4217,3181,0,-252,3509,-76,0,1432,1359,73,0,0,1006,848,38,12788,7524,831,6693,167,1297,3800,-2279
1979:Q3,77420,11348,38890,3402,983,5200,17631,-33,73169,52581,11130,0,9373,85,4252,7258,-4089,15598,13359,17801,505,-4947,9973,-844,350,0,2528,4446,0,683,3707,56,0,1766,1694,72,0,0,1131,553,43,14920,7691,1623,6068,-97,1358,5968,2239
1979:Q4,79561,11660,39742,3295,991,5499,18446,-71,80821,59400,11714,0,9621,86,-1260,7520,-4467,10727,16309,16664,519,-874,11197,1910,-1036,0,1253,4796,0,-4701,9146,351,0,2381,2306,75,0,0,1305,672,-84,12071,4976,-293,5269,111,1412,5572,-5582
1980:Q1,81872,11638,40475,4017,902,6087,18852,-98,83370,61137,12273,0,9873,87,-1498,7800,-4599,10901,10255,12730,530,-3005,5281,-2314,1914,0,2232,-109,0,-2731,2374,248,0,1326,2026,-700,0,0,415,1796,21,8286,3824,-1285,5109,52,1467,2943,646
1980:Q2,81951,12000,40836,3189,729,6390,18959,-151,86142,63667,12240,0,10148,87,-4191,8096,-4692,8597,11148,16660,542,-6053,3306,1346,-3684,0,3487,-349,0,728,-1395,318,0,2232,2512,-280,0,0,22,307,-55,9359,6351,1301,5050,65,1464,1479,-2551
1980:Q3,84308,12352,42038,3488,953,6718,19002,-243,81715,58076,13106,0,10444,89,2593,8425,-4562,15579,15437,19107,551,-4220,9193,-1041,-1327,0,2753,4696,0,5510,-869,55,0,2760,2760,0,0,0,713,665,-26,13413,6568,1474,5094,359,1464,5022,142
1980:Q4,87758,12901,43318,3772,988,7073,20055,-348,90584,66149,13582,0,10762,91,-2826,8740,-4746,10660,15141,17202,556,-2617,9090,1439,1356,0,-3256,4968,0,5115,254,-401,0,2704,2484,220,0,0,1604,281,-6,11707,4551,247,4304,448,1496,5212,-4481
1981:Q1,91086,13134,45046,4204,936,7487,20752,-472,92323,67225,13900,0,11103,95,-1237,9050,-4599,12412,9651,13500,562,-4411,8103,-2684,1953,0,138,5398,0,4689,843,-134,0,1837,2197,-360,0,0,1265,97,99,12514,4819,254,4565,227,1585,5883,2761
1981:Q2,91123,13418,45917,3791,957,7843,19740,-543,96131,70225,14343,0,11464,99,-5008,9330,-4529,8850,14902,16692,562,-2351,7528,1165,-2848,0,-834,8076,0,6174,2064,-162,0,1959,2239,-280,0,0,535,-574,49,9879,5095,440,4655,757,1558,2469,-6052
1981:Q3,92024,13872,47081,3914,977,8172,18576,-568,90200,63825,14426,0,11847,102,1824,9577,-4303,15704,13715,19292,561,-6138,8944,-1367,664,0,1014,7222,0,3384,3625,213,0,1754,1754,0,0,0,52,-457,62,15082,9396,1495,7901,-101,1566,4221,1989
1981:Q4,93242,14191,47672,3533,990,8474,18903,-521,98987,72210,14421,0,12250,106,-5745,9820,-4352,8427,9895,17432,561,-8098,5649,1433,2599,0,-3654,4662,0,1616,2832,214,0,1262,1492,-230,0,0,482,-1008,-127,13747,7072,-1051,8123,355,1613,4707,-1468
1982:Q1,94794,14326,48482,3535,1003,8806,19060,-417,100183,72640,14759,0,12673,111,-5389,10025,-4075,8712,6481,12880,557,-6957,7079,-2090,4614,0,-1765,5327,0,8190,-3322,459,0,1314,1134,180,0,0,-361,57,-17,14036,7810,-778,8588,244,1619,4363,2231
1982:Q2,96686,14517,49575,3567,1009,9067,19304,-353,104574,76085,15254,0,13122,113,-7888,10244,-4283,6639,8749,16673,555,-8480,10892,1270,-1374,0,1554,7085,0,8595,-1513,3,0,1241,1021,220,0,0,497,635,-16,19372,11989,3810,8179,538,1652,5193,-2110
1982:Q3,96985,15103,50430,3595,1014,9312,17827,-296,98374,69128,15536,0,13595,115,-1389,10416,-4305,13332,8177,19690,553,-12066,7516,-1254,2159,0,1251,2767,0,-2909,5672,4,0,1608,1408,200,0,0,404,508,73,19582,10549,3074,7475,47,1684,7302,5155
1982:Q4,100054,15202,51490,3337,1017,9534,19686,-212,108148,78291,15648,0,14094,115,-8094,10507,-4283,6696,10104,17749,549,-8195,9146,876,608,0,1385,1417,0,1381,258,-222,0,3776,1676,2100,0,0,808,325,-49,17341,10405,625,9780,138,1726,5072,-3408
1983:Q1,101356,15334,52400,3196,1009,9883,19649,-114,109552,78376,16443,0,14619,114,-8196,10582,-4657,7043,9696,13482,545,-4331,9387,-1764,1030,0,2431,5143,0,4448,402,168,125,3067,1607,1460,0,0,-668,199,-51,13718,7698,-3033,10731,242,1740,4038,-2653
1983:Q2,105117,16068,53996,3916,1014,10173,19962,-12,113052,81276,16583,0,15081,112,-7935,10632,-4207,6904,8932,16891,548,-8506,15788,1917,-3623,0,4905,2406,0,2103,475,-297,125,7840,1870,5970,0,0,457,1602,284,24294,16363,1850,14513,317,1750,5864,-2029
1983:Q3,107337,17023,55511,4348,1037,10506,18839,74,107004,74616,16799,0,15479,110,333,10712,-4580,15625,6649,20694,557,-14601,9089,-2148,-1382,0,7373,393,0,601,-710,252,250,3882,1892,1990,0,0,178,692,101,23690,11249,-6,11255,353,1805,10283,8975
1983:Q4,111468,17681,56992,4436,1080,10882,20285,113,114107,81105,17081,0,15815,106,-2639,10787,-4516,12664,14633,17760,574,-3700,15209,1734,508,0,1870,5405,0,4749,-293,449,500,4147,2517,1630,0,0,1532,249,-236,18909,10916,-292,11208,197,1819,5977,-1969
1984:Q1,115823,18322,58668,5017,1130,11230,21215,242,117745,84076,17478,0,16088,103,-1921,10885,-4734,13698,13756,14524,598,-1367,15861,2037,-1225,0,3916,5832,0,2967,1585,499,781,3736,2416,1320,0,0,692,724,149,17228,10618,-2754,13372,-187,1880,4917,-58
1984:Q2,118241,18962,60070,4965,1168,11672,21042,363,120516,86373,17659,0,16386,98,-2274,11009,-4888,13623,17828,19095,626,-1893,19109,2564,-17,0,3419,5632,0,4181,68,289,1094,4673,2783,1890,0,0,1325,636,877,21002,16181,458,15723,287,1932,2602,-4206
1984:Q3,118394,19193,61181,4386,1188,12139,19808,499,113942,79315,17825,0,16708,94,4452,11140,-5094,20686,22255,23343,654,-1742,19954,-2058,3575,0,8267,5708,0,904,3709,-61,1156,3849,2409,1440,0,0,350,-583,846,21696,16049,-521,16570,941,1993,2713,-1569
1984:Q4,123670,19547,62554,4431,1191,12634,22600,714,124107,88754,18207,0,17056,90,-437,11262,-5351,16176,22485,20625,684,1177,16634,3087,1071,0,4855,1517,0,1058,-844,334,969,5637,2627,3010,0,0,743,192,-468,15458,1936,-839,2775,6700,2033,4789,-6309
1985:Q1,126134,19817,63671,4991,1181,13342,22322,810,127137,90927,18722,0,17402,86,-1003,11440,-4858,15295,15953,16308,713,-1068,33178,-2433,6132,0,5426,17718,0,6925,10315,-366,844,5366,2056,3310,0,0,175,1215,-421,34246,21146,-2850,23996,2465,2090,8545,-659
1985:Q2,127896,20236,65012,4907,1190,13752,21914,885,131723,94762,19080,0,17798,83,-3827,11594,-5480,13247,28783,22287,747,5750,33657,3669,-1777,0,8668,12499,0,8136,4081,-499,781,8316,2136,6180,0,0,741,1126,415,27908,23110,233,22877,3261,2173,-637,-15536
1985:Q3,129833,20374,66266,5230,1224,14120,21695,924,124899,87093,19517,0,18209,80,4934,11763,-5668,22365,16222,26234,783,-10795,21453,-1639,1531,0,6398,1121,0,-2495,1903,994,719,11500,2600,8900,0,0,301,1086,1155,32248,24454,4937,19517,1168,2221,4405,6143
1985:Q4,133616,20934,67132,5119,1291,14399,23865,876,136126,97477,19941,0,18629,79,-2510,11959,-5974,15423,25092,22518,821,1754,92877,1826,2507,0,514,52319,0,36991,14212,460,656,27746,3016,24730,0,0,2558,565,4842,91124,86683,-117,86800,1285,2265,891,-9670
1986:Q1,137804,21120,68251,5346,1372,14671,26200,845,138269,98701,20392,0,19097,79,-465,12156,-5650,17341,18457,18608,862,-1013,6919,-2243,2275,0,251,2272,0,3595,-2118,217,578,5552,4612,940,0,0,-2031,586,257,7932,1530,-1389,2919,622,2338,3442,-1116
1986:Q2,137396,21253,69140,5512,1448,14758,24487,798,142655,102192,20906,0,19479,78,-5260,12407,-5890,13037,19467,24412,901,-5846,32986,5360,-1881,0,1258,13172,0,19720,-7296,264,484,12647,2877,9770,0,0,276,924,1230,38832,30431,4223,26208,608,2363,5430,-6430
1986:Q3,139869,21874,70585,5594,1529,14765,24755,768,134521,93315,21318,0,19812,76,5348,12647,-6099,24093,22839,28772,938,-6871,12360,-3330,-1400,0,5836,3017,0,-4266,6604,226,453,6196,2046,4150,86,0,858,283,814,19231,16041,-2962,19003,-51,2404,837,1254
1986:Q4,142305,22959,71700,6209,1608,14767,24344,718,145901,104009,21728,0,20091,73,-3597,12925,-5381,14709,34381,24408,973,9000,30502,3395,-79,0,-2496,16996,0,15018,1390,103,485,10393,2263,8130,130,0,1830,941,-608,21502,24760,2,24758,258,2409,-5925,-19672
1987:Q1,142676,23098,72977,5670,1683,14639,23890,719,147181,104730,22077,0,20307,67,-4505,13140,-5502,14136,16251,20027,1011,-4787,24045,-3943,2792,0,2696,10761,0,21065,-10849,29,516,11421,3431,7990,104,0,591,-240,-137,28832,28483,-1724,30207,-191,2464,-1924,-2115
1987:Q2,147115,25365,74633,6130,1759,14627,23855,747,152545,109484,22487,0,20507,67,-5430,13380,-5721,13671,24280,25629,1036,-2385,15947,3530,-1678,0,3518,-1110,0,-3087,1428,2,547,9773,2863,6910,123,0,230,1151,410,18332,17467,-5961,23428,-1891,2493,263,-10609
1987:Q3,146325,23531,76492,6206,1836,14624,22834,803,143886,100243,22889,0,20685,69,2439,13623,-5559,21621,14155,29992,1054,-16890,15613,-2049,-1264,0,5465,6897,86,584,5776,-65,516,4604,974,3630,82,0,927,68,883,32503,24777,3521,21256,173,2546,5007,7466
1987:Q4,149417,24607,77504,5896,1929,14646,23858,977,156285,112093,23273,0,20846,73,-6868,13826,-5548,12506,23746,26545,1066,-3865,26274,3490,2575,0,252,3753,133,-5503,8878,-176,421,11734,1424,10310,223,0,2019,-495,2723,30139,22078,3336,18742,-450,2586,5925,-11240
1988:Q1,153549,24856,78914,5856,2004,14882,25972,1066,157447,112569,23822,0,20976,80,-3898,14073,-5600,15776,6827,21362,1060,-15595,5209,-2912,3508,0,-2767,2795,148,5863,-3363,-166,313,4879,1339,3540,62,0,660,374,-1390,20804,9145,-1429,10574,-708,2614,9753,8949
1988:Q2,155381,24305,80796,6306,2073,15109,25618,1175,162095,116460,24331,0,21217,87,-6714,14291,-5826,13404,17653,28265,1073,-11685,9925,4491,-4378,0,4060,-2013,133,-7650,5355,-39,188,4738,678,4060,159,0,871,1288,709,21610,11219,-1892,13111,-890,2692,8589,-4249
1988:Q3,158518,26035,81821,6826,2127,15453,24979,1277,155550,109010,24877,0,21572,91,2968,14534,-5970,23471,16026,32054,1091,-17119,8659,-1361,1384,0,575,5860,109,-8244,13721,86,188,914,254,660,305,55,290,1035,-398,25778,16020,3699,12321,-700,2721,7737,7445
1988:Q4,162923,26898,83106,7044,2173,15753,26566,1383,166578,118965,25471,0,22048,94,-3655,14770,-5696,16811,20095,28730,1117,-9753,21540,2329,-588,0,-2882,12186,78,4491,7104,202,311,5589,1679,3910,375,38,2953,945,595,31293,17327,1584,15743,-1000,2780,12186,-3284
1989:Q1,168052,28343,85048,6953,2190,16257,27768,1493,171820,122982,26062,0,22681,95,-3768,15014,-5905,17151,17116,23295,1150,-7330,13757,-5013,2919,0,7978,1335,109,-11252,11814,226,438,4487,1577,2910,314,111,731,1244,-349,21087,8579,-1203,9782,376,2847,9285,35
1989:Q2,170535,29567,87062,6062,2215,16569,27514,1546,177487,127471,26832,0,23090,94,-6952,15299,-5852,14199,34664,29942,1193,3529,20884,2571,-2207,0,2365,11431,204,1100,9405,159,563,3442,1872,1570,228,273,961,1244,576,17355,7409,-1486,8895,27,2929,6990,-20465
1989:Q3,170827,28629,88475,5700,2255,16783,27419,1565,168861,117704,27749,0,23314,94,1966,15585,-5597,23148,18824,34531,1243,-16949,15433,-1167,-1591,0,3383,8223,266,-1367,8663,98,563,3877,1287,2590,153,401,417,809,928,32382,17367,5238,12129,-602,2967,12650,4323
1989:Q4,171951,28101,88540,5524,2314,16945,28940,1587,182538,130387,28705,0,23352,94,-10587,15870,-6045,11328,22246,31446,1298,-10498,20601,2725,43,0,2420,6402,297,4590,1034,45,436,6268,1578,4690,372,585,1376,198,212,31099,14249,758,13491,-31,3055,13826,-10919
1990:Q1,179503,29838,92318,5355,2383,16988,31066,1556,187771,134826,29690,0,23163,92,-8268,16174,-6341,14247,20553,26577,1376,-7400,22643,-2846,346,0,361,21906,391,31785,-10638,55,313,1468,1228,240,515,761,-447,219,360,30043,18076,-1410,19486,250,3159,8558,-6306
1990:Q2,180858,30646,92171,5528,2464,17042,31491,1517,193304,138904,31041,0,23267,92,-12446,16502,-6068,10123,21790,33075,1423,-12708,11357,2351,-2898,0,3161,3949,546,3117,-31,129,188,2004,1234,770,216,676,738,10,1150,24065,11141,-1579,12720,150,3163,9611,-11667
1990:Q3,182590,30931,93905,5745,2554,17354,30617,1485,184490,128210,32565,0,23621,94,-1900,16856,-6189,21145,14206,37640,1456,-24890,4763,-842,-1211,0,395,6224,680,5292,-165,229,188,-1854,1176,-3030,1003,1338,1442,-299,-1433,29653,9981,6049,3932,400,3225,16047,6939
1990:Q4,187098,31145,95683,5859,2634,17061,33214,1503,200756,142076,34359,0,24225,96,-13659,17109,-6393,9844,18645,34872,1475,-17702,11047,1863,-636,0,1814,4416,789,3724,-762,354,311,1186,1616,-430,38,679,716,-460,1431,28749,6981,-115,7096,78,3361,18329,-8801
1991:Q1,189515,30301,96076,5946,2747,17005,35905,1535,204293,143707,35368,0,25117,101,-14778,17354,-6520,9096,11986,27660,1462,-17136,7437,-2811,2189,0,-2099,10041,930,6504,1872,313,422,-80,1360,-1440,-366,299,-1530,989,805,24573,13651,224,13427,-68,3359,7631,-2890
1991:Q2,192919,31119,97557,5855,2855,16887,37121,1526,211988,147995,38045,0,25845,103,-19069,17622,-6553,5107,10811,34448,1463,-25100,12371,4023,-4545,0,4969,2205,1101,-424,908,104,516,2178,538,1640,431,1166,1040,635,269,37471,18081,-155,18236,-177,3380,16187,-5705
1991:Q3,195484,31526,99861,5933,2958,16757,36940,1509,202873,136665,39657,0,26447,104,-7389,17846,-6422,16879,9646,39641,1462,-31458,19114,179,-2324,0,970,21792,1336,16300,3702,-93,547,-2058,842,-2900,67,764,1070,86,-1432,50572,28455,6948,21507,398,3442,18277,7233
1991:Q4,201923,32365,101832,5907,3059,16543,40695,1523,220828,150353,43447,0,26924,104,-18905,18018,-6310,5423,4084,35545,1460,-32921,20957,3914,-5271,0,2831,10761,1633,3683,5210,-280,515,2388,768,1620,-89,575,1820,47,3981,53878,30625,-146,30771,210,3498,19545,1339
1992:Q1,204645,31888,103192,6298,3152,16478,42155,1482,221996,151991,42636,0,27269,100,-17351,18163,-6478,7290,13935,29909,1467,-17441,5673,-2063,966,0,-2654,13617,1648,26429,-14570,-343,453,-1959,-9,-1950,500,1469,-705,291,-3789,23114,1948,-4974,6922,39,3571,17556,-6645
1992:Q2,208806,34232,104539,6186,3243,16060,43029,1517,229962,157676,44658,0,27530,98,-21156,18420,-6825,4089,11657,35804,1464,-25611,4065,1976,-5723,0,6562,-8094,1383,-28524,18472,-284,859,4251,181,4070,428,1429,1409,280,1547,29676,9642,-2762,12404,-50,3581,16503,-7568
1992:Q3,209189,34193,106029,5794,3327,15811,42430,1605,220424,146160,46456,0,27712,96,-11235,18629,-6697,14092,14754,39821,1461,-26528,1999,1390,579,0,-167,5677,1156,-1963,5880,-249,853,-4428,-138,-4290,207,1118,802,-189,-2990,28527,13595,11456,2139,-50,3587,11395,-663
1992:Q4,213327,34992,106320,6102,3401,15595,45197,1720,234655,160497,46246,0,27818,94,-21328,18880,-6898,4451,18711,34189,1458,-16936,-4191,2583,-3856,0,867,-3245,969,-7095,2395,-249,735,-4118,-78,-4040,-112,584,1604,-449,1951,12745,-8544,-4793,-3751,-80,3607,17762,-14260
1993:Q1,213777,34166,106882,6208,3457,15414,45788,1862,233135,158006,47215,0,27821,93,-19358,19188,-6597,6427,-6386,27178,1459,-35023,2411,-1634,3604,26,2820,6398,911,17783,-13275,-245,1224,-1861,39,-1900,99,1002,-243,-433,-7367,37434,17657,517,17140,-120,3663,16234,12813
1993:Q2,216986,34563,108198,6689,3513,15275,46791,1956,240514,165178,47420,0,27824,92,-23528,19470,-6788,2730,-3652,35196,1464,-40312,7171,2615,-3901,27,-1614,13301,975,6180,4891,-250,1505,-1815,-3005,1190,370,1585,680,-1073,-3004,47483,25679,-255,25934,-137,3748,18193,6382
1993:Q3,218753,35896,109883,6298,3559,15237,45812,2067,230392,152327,50148,0,27827,90,-11639,19675,-7415,15450,9975,41509,1474,-33008,142,86,592,52,1756,-523,978,-16971,14208,-248,1510,-4482,-1112,-3370,96,1051,878,-1097,1733,33150,15068,3782,11286,-175,3775,14482,5475
